list_id,property_type,listing_type,area_m2,living_area_m2,width_m,length_m,rooms,toilets,floors,legal_document,furnishing,street_name,price_per_m2,area_group,price_group
132370679,3,rent,130.0,,,,,,,1.0,1.0,Đường Trần Duy Hưng,176923.07692307694,large,under_1b
132371038,3,,30.0,,,,3.0,,5.0,1.0,2.0,Lê Trọng Tấn,240000000.0,small,5_10b
132371042,4,rent,130.0,,,,,,,1.0,1.0,Phố An Trạch,323076.92307692306,large,under_1b
132369635,3,,32.0,150.0,,,3.0,4.0,5.0,1.0,2.0,Phượng Nghĩa ,187500.0,small,under_1b
131962212,Phòng trọ,rent,30.0,,,,,,,,2.0,Phố Văn Khê,116666.66666666667,small,under_1b
132370148,4,,80.0,,,,,,,1.0,3.0,Phố Thọ Lão,162500.0,medium,under_1b
132370025,1,,52.0,,,,2.0,2.0,,6.0,2.0,Đường Nguyễn Trãi,27884615.384615384,small,1_3b
132370922,3,rent,75.0,,,,,,,1.0,1.0,Phố An Trạch,226666.66666666666,medium,under_1b
132370538,5,,25.0,,,,1.0,1.0,,5.0,2.0,Phố 8 Tháng 3,48000000.0,very_small,1_3b
132370412,1,rent,78.0,,,,2.0,,,,,Đường Ngọc Thụy,179487.1794871795,medium,under_1b
132268525,4,rent,30.0,,,,,,,,,Phố Trần Tử Bình,333333.3333333333,small,under_1b
132370544,1,,485.0,,,,,,,,,Đông Yên ,23711340.206185568,very_large,over_10b
132370802,3,rent,55.0,,,,,,,1.0,1.0,đường bưởi,136363.63636363635,small,under_1b
132370420,1,rent,200.0,,,,3.0,,,,,Đường Quốc lộ 3,55000.0,large,under_1b
129628407,3,sale,35.0,,350.0,10.0,3.0,4.0,5.0,1.0,,Phố Ngọc Lâm,257142857.14285713,small,5_10b
132371322,4,,90.0,540.0,5.0,18.0,8.0,,,1.0,1.0,Phố Trần Điền,355555555.5555556,medium,over_10b
132371452,3,rent,27.0,80.0,,,3.0,2.0,3.0,,2.0,Đường Hoàng Mai,296296.2962962963,very_small,under_1b
131440641,2,sale,33.0,,,,1.0,1.0,,5.0,1.0,Phố Vũ Tông Phan,45000000.0,small,1_3b
129552395,3,rent,200.0,,,,,,,1.0,,Khương Thượng,200000.0,large,under_1b
131123218,Phòng trọ,,20.0,,,,,,,,2.0,Phố Tân Mai,150000.0,very_small,under_1b
129927192,3,rent,120.0,,,,,,,1.0,,Ngõ 23 Lê Văn Thiêm,208333.33333333334,large,under_1b
132255773,3,,61.0,61.0,,,3.0,2.0,,,,Phố Định Công,44262295.08196721,medium,1_3b
132313118,1,,55.0,,,,2.0,1.0,,6.0,2.0,Đại Mỗ,83636363.63636364,small,3_5b
132360224,3,rent,54.0,,,,9.0,,,,,Phố Bùi Ngọc Dương,218518518.5185185,small,over_10b
132360229,1,sale,44.0,,,,2.0,1.0,,5.0,2.0,Đường Trần Khát Chân,30681818.181818184,small,1_3b
132362280,1,sale,52.0,,,,2.0,1.0,,6.0,2.0,Phùng Hưng,65192307.692307696,small,3_5b
132358185,3,,40.0,160.0,4.0,10.0,3.0,4.0,4.0,1.0,2.0,Phố Thái Thịnh,225000000.0,small,5_10b
132358189,3,rent,60.0,,4.0,15.0,4.0,3.0,4.0,,,Ngõ 156 Kim Ngưu,216666.66666666666,medium,under_1b
132364346,3,sale,38.0,45.0,3.5,,2.0,1.0,1.0,1.0,,Phố Ngọc Trục,165789473.68421054,small,5_10b
122746940,4,,60.0,60.0,14.0,,10.0,5.0,,1.0,2.0,Đường Lê Trọng Tấn,346666666.6666667,medium,over_10b
132110409,2,,18.0,,,,1.0,,,,,Đường Hoàng Mai,183333.33333333334,very_small,under_1b
131741774,1,sale,32.0,,,,1.0,,,6.0,3.0,Đại Mỗ,93750000.0,small,3_5b
132208719,3,rent,50.0,4.0,4.5,11.0,4.0,4.0,7.0,1.0,3.0,Phố Thanh Nhàn,700000.0,small,under_1b
132327504,2,,25.0,,,,1.0,,,,,Phố Trịnh Văn Bô,156000.0,very_small,under_1b
131186773,3,sale,23.0,,,,2.0,2.0,3.0,,,Phố Vũ Tông Phan,73913043.47826087,very_small,1_3b
128454745,3,,30.0,,,,3.0,3.0,,1.0,1.0,Tây Trà,200000000.0,small,5_10b
132364379,3,,41.0,41.0,,,3.0,,4.0,1.0,3.0,Phố Bạch Mai,185365853.65853658,small,5_10b
132362333,Phòng trọ,rent,25.0,,,,,,,,,Số 12 Ngõ 179/187 Vĩnh Hưng,120000.0,very_small,under_1b
132163678,2,,25.0,,,,1.0,1.0,,4.0,1.0,Phố Khương Thượng,192000.0,very_small,under_1b
102406246,2,,48.0,,,,1.0,1.0,,4.0,,Đường Đê La Thành,156250.0,small,under_1b
132321392,Phòng trọ,rent,20.0,,,,,,,,1.0,hoang công chất ,185000.0,very_small,under_1b
132319353,4,rent,500.0,,,,,,,1.0,3.0,Ngọc lâm,140000.0,very_large,under_1b
131268735,Phòng trọ,rent,18.0,,,,,,,,,Đường Thái Hà,155555.55555555556,very_small,under_1b
131793039,1,sale,48.0,,3.2999,14.8999,,,,1.0,,Đường Phú Diễn,218750000.0,small,over_10b
132360336,4,rent,45.0,,,,,,,,,Đường Cổ Linh,488888.8888888889,small,under_1b
132360341,3,,35.0,35.0,,,3.0,,5.0,1.0,,Phố Tân Mai,222857142.85714287,small,5_10b
132348062,1,,1685.0,,31.0,,,,,1.0,,Đường Thái Lai,7715133.53115727,very_large,over_10b
132366496,5,,90.0,,,,3.0,2.0,,6.0,1.0,Ngõ 27 Bùi Ngọc Dương,45555555.55555555,medium,3_5b
132208802,1,sale,65.0,,,,2.0,1.0,,6.0,2.0,Đường Nguyễn Trãi,33538461.53846154,medium,1_3b
131608739,Phòng trọ,,20.0,,,,,,,,2.0,đường Nguyễn Khang,160000.0,very_small,under_1b
131023015,Phòng trọ,rent,30.0,,,,,,,,2.0,Đường Nguyễn Ngọc Vũ,150000.0,small,under_1b
132321450,5,sale,34.5999,,,,1.0,,,5.0,,Phố Hàng Đào,167630542.2848043,small,5_10b
132364462,4,rent,220.0,,,,,,,1.0,1.0,Đường Ngô Gia Tự,163636.36363636365,large,under_1b
132327602,3,sale,34.0,,4.0,,3.0,,5.0,1.0,,Phố Định Công Thượng,255882352.94117647,small,5_10b
132366518,4,rent,270.0,,,,,,,,,Ngõ 41 Đông Tác,240740.74074074073,large,under_1b
123476164,2,rent,40.0,,,,1.0,1.0,,4.0,1.0,Đường Âu Cơ,175000.0,small,under_1b
132350155,1,,120.0,,7.0,17.0,,,,1.0,,Đường Ga Đông Anh,91666666.66666667,large,over_10b
129710289,Phòng trọ,rent,20.0,,,,,,,,2.0,Giáp bát,150000.0,very_small,under_1b
132366548,1,sale,52.7999,,,,,,,,,thôn bống,29356116.20476554,small,1_3b
132358358,1,,100.0,,,,,,,1.0,,Quốc lộ 21a,24000000.0,large,1_3b
130992342,Phòng trọ,rent,25.0,,,,,,,,2.0,Phố Bằng Liệt,116000.0,very_small,under_1b
132120793,3,,28.0,,4.8,,3.0,4.0,4.0,,1.0,Minh khai,245000000.0,very_small,5_10b
131238106,Phòng trọ,rent,25.0,,,,,,,,,Ngõ 127 Hào Nam,120000.0,very_small,under_1b
132194527,2,rent,35.0,,,,1.0,1.0,,6.0,2.0,Số 10 ngõ 49/64 Huỳnh thúc Kháng,148571.42857142858,small,under_1b
132350203,1,,100.0,,6.0,18.0,,,,1.0,,Võ Nguyên Giáp,70000000.0,large,5_10b
132366588,1,,100.0,,6.5,,,,,1.0,,Đường Quốc lộ 21,32500000.0,large,3_5b
132335884,Phòng trọ,rent,15.0,,,,,,,,2.0,Đường Nguyễn Chí Thanh,200000.0,very_small,under_1b
132237582,3,sale,30.6,30.6,8.5,3.7,4.0,4.0,5.0,1.0,2.0,Đường Nguyễn Văn Linh,212418300.65359476,small,5_10b
132364561,3,,30.0,,3.5999,,4.0,4.0,,5.0,,Vĩnh Hưng,161666666.66666666,small,3_5b
132360470,3,sale,31.0,,,,5.0,,,,,Kim Ngưu ,309677419.3548387,small,5_10b
131666206,Phòng trọ,rent,25.0,,,,,,,,2.0,Ngõ 99 Định Công Hạ,112000.0,very_small,under_1b
129370400,Phòng trọ,rent,20.0,,,,,,,,2.0,Thái Thình,215000.0,very_small,under_1b
132114722,3,sale,45.0,45.0,,,8.0,5.0,6.0,1.0,,Đường Hoàng Mai,235555555.55555555,small,over_10b
122747172,4,,50.0,50.0,4.5,,5.0,5.0,5.0,1.0,,Đường Lê Trọng Tấn,310000000.0,small,over_10b
132337955,4,,50.0,,,,5.0,,,,,Lê Trọng Tấn,360000.0,small,under_1b
132333858,1,,50.0,,5.0,10.0,,,,1.0,,Đường Thuỵ Lâm,60000000.0,small,3_5b
132356388,1,sale,80.0,,5.3,15.1,,,,1.0,, Nguyễn Mậu Tài ,2875000.0,medium,under_1b
130343212,3,sale,46.0,,,,9.0,7.0,6.0,1.0,1.0,Phố Thái Hà,301913043.4782609,small,over_10b
132172079,1,sale,45.0999,,4.0,11.6999,,,,1.0,,Đường Cổ Bi,203991583.12989607,small,5_10b
132366642,Phòng trọ,,20.0,,,,,,,,2.0,Đường Mễ Trì,200000.0,very_small,under_1b
132366648,5,,60.0,,,,2.0,1.0,,6.0,1.0,Lạc Trung,66500000.0,medium,3_5b
131764537,1,,35.0,,3.4,9.5,,,,1.0,,Đại Độ,75714285.71428572,small,1_3b
132360505,1,rent,55.0,,,,2.0,2.0,,,,Yên Viên,90909.09090909091,small,under_1b
132346173,1,,60.0,60.0,8.0,7.0,11.0,,10.0,1.0,1.0,Phố Phương Mai,405000000.0,medium,over_10b
130965825,Phòng trọ,rent,35.0,,,,,,,,3.0,Đường Lĩnh Nam,314285.71428571426,small,under_1b
132229441,Phòng trọ,rent,30.0,,,,,,,,2.0,Ngõ Quỳnh,150000.0,small,under_1b
131975498,Phòng trọ,rent,29.0,,,,,,,,2.0,Phố Vũ Tông Phan,103448.27586206897,very_small,under_1b
132350286,Phòng trọ,,30.0,,,,,,,,,Phố Bùi Xương Trạch,100000.0,small,under_1b
132358482,1,,56.0,,4.0,14.0,,,,1.0,,Đường Thuỵ Lâm,80357142.85714285,small,3_5b
132055378,1,,96.0,,,,3.0,4.0,4.0,1.0,1.0,thôn Song Mai,76875000.0,medium,5_10b
